offset,keyLength,pad,fileID,startBlock,attrNameLen,attrName,nodeNumber,
1339100,52,0,9127715,0,20,com.apple.quarantine,1056,
1339158,52,0,9128161,0,20,com.apple.quarantine,1091,
1339216,52,0,9128874,0,20,com.apple.quarantine,786,
1339274,52,0,9130381,0,20,com.apple.quarantine,1473,
1339332,52,0,9131677,0,20,com.apple.quarantine,1784,
1339390,52,0,9132177,0,20,com.apple.quarantine,1138,
1339448,62,0,9132463,0,25,com.apple.system.Security,1785,
1339516,52,0,9132775,0,20,com.apple.quarantine,1786,
1339574,52,0,9135493,0,20,com.apple.quarantine,1792,
1339632,52,0,9137185,0,20,com.apple.quarantine,1903,
1339690,52,0,9138706,0,20,com.apple.quarantine,2121,
1339748,52,0,9140351,0,20,com.apple.quarantine,2122,
1339806,52,0,9143967,0,20,com.apple.quarantine,2207,
1339864,52,0,9144695,0,20,com.apple.quarantine,2225,
1339922,52,0,9145889,0,20,com.apple.quarantine,2230,
1339980,52,0,9147250,0,20,com.apple.quarantine,2237,
1340038,52,0,9147922,0,20,com.apple.quarantine,2243,
1340096,52,0,9149145,0,20,com.apple.quarantine,2247,
1340154,52,0,9149712,0,20,com.apple.quarantine,2254,
1340212,52,0,9150372,0,20,com.apple.quarantine,2244,
1340270,52,0,9150530,0,20,com.apple.quarantine,2262,
1340328,52,0,9150927,0,20,com.apple.quarantine,2269,
1340386,52,0,9151062,0,20,com.apple.quarantine,2273,
1340444,52,0,9151778,0,20,com.apple.quarantine,2280,
1340502,52,0,9151903,0,20,com.apple.quarantine,2287,
1340560,52,0,9152641,0,20,com.apple.quarantine,2294,
1340618,52,0,9153439,0,20,com.apple.quarantine,2301,
1340676,52,0,9154786,0,20,com.apple.quarantine,2308,
1340734,52,0,9159325,0,20,com.apple.quarantine,1472,
1340792,52,0,9162931,0,20,com.apple.quarantine,2315,
1340850,52,0,9165230,0,20,com.apple.quarantine,2324,
1340908,52,0,9165943,0,20,com.apple.quarantine,2827,
1340966,52,0,9167545,0,20,com.apple.quarantine,3194,
1341024,52,0,9176821,0,20,com.apple.quarantine,1108,
1341082,52,0,9181569,0,20,com.apple.quarantine,3196,
1341140,52,0,9182329,0,20,com.apple.quarantine,3193,
1341198,52,0,9182942,0,20,com.apple.quarantine,3198,
1341256,52,0,9183114,0,20,com.apple.quarantine,3197,
1341314,52,0,9183587,0,20,com.apple.quarantine,3199,
1341372,52,0,9184140,0,20,com.apple.quarantine,3200,
1341430,52,0,9184846,0,20,com.apple.quarantine,3202,
1341488,52,0,9185864,0,20,com.apple.quarantine,82,
1341546,46,0,9186704,0,17,com.apple.decmpfs,1030,
1341598,52,0,9191979,0,20,com.apple.quarantine,3203,
1341656,52,0,9475021,0,20,com.apple.quarantine,3204,
1341714,82,0,9475214,0,35,com.apple.iwork.documentUUID.synced,3205,
1341802,52,0,9477521,0,20,com.apple.quarantine,3207,
1341860,52,0,9477877,0,20,com.apple.quarantine,3195,
1341918,52,0,9517896,0,20,com.apple.quarantine,3208,
1341976,52,0,9522249,0,20,com.apple.quarantine,3209,
1342034,52,0,9523098,0,20,com.apple.quarantine,196,
1342092,82,0,9524686,0,35,com.apple.iwork.documentUUID.synced,180,
1342180,52,0,9525785,0,20,com.apple.quarantine,705,
1342238,84,0,9529716,0,36,com.apple.metadata:kMDItemWhereFroms,4233,
1342328,98,0,9529734,0,43,com.apple.metadata:kMDItemScreenCaptureType,3830,
1342432,52,0,9529787,0,20,com.apple.quarantine,4201,
1342490,52,0,9529891,0,20,com.apple.quarantine,4232,
1342548,52,0,9529972,0,20,com.apple.quarantine,4935,
1342606,46,0,9532593,0,17,com.apple.decmpfs,4937,
1342658,56,0,9567865,0,22,com.apple.TextEncoding,4938,
1342720,82,0,9568194,0,35,com.apple.iwork.documentUUID.synced,3201,
